No.,Subject,Review
726,WIX1001,Makes lots of things understandable and clear
727,WIX1001,Good Course.
728,WIX1001,"One of the best coursers I have seen on Coursera so far. The video production quality, course structure and content is extra ordinary compared to other courses that I've seen so far."
729,WIX1001,Very nice content and presented so nicely. Must read and highly recommended course for all managers and business analysts.
730,WIX1001,"I am Krishna Kant Kumar, working as a software quality analyst.Through this course, I learnt, how to estimate an iteration or doing an estimation of project."
731,WIX1001,Ambiguous assignments led to cumbersome completion. The peer grading got a little annoying as sometimes it took forever to get feedback and a lot of times feedback was minimal or the criteria for grading was vague and people took it WAY too seriously.
732,WIX1001,"Not the best, but if you are a newbie in management field you can find valuable information inside."
733,WIX1001,I highly recommend this entire specialisation. It's clearly taught and requires your practical application throughout. I've learned a great deal and thoroughly enjoyed the process. Many many thanks Uni of Alberta.
734,WIX1001,Room for improvement:-Case studies-More Assignment
735,WIX1001,Thanks!
736,WIX1001,"As a software-engineer and freelancer in the technical software domain, for me this course actually had all the meat (so far) while the first courses in the specialization felt like they didn't take that much effort to pass."
737,WIX1001,"Very useful to know different tecniques for software project/productplanning. Although some of those tecniques are (in my opinion) notvery relevant in an Agile environment (like work breakdown structures,pert or gant charts) the course is good to learn how to use those toolsand also to ask ourselves whether or not they are actually relevant or useful if we follow the Agile approach."
738,WIX1001,I really liked to do it
739,WIX1001,The course materials and lectures are excellent
740,WIX1001,N/A
741,WIX1001,Awesome lectures! Thanks a lot!
742,WIX1001,Great course! Thank you!
743,WIX1001,"Super-duper, very useful!"
744,WIX1001,"This course has the minimal information than its brother courses, you may need to add more details focus on the planning more and give more assignment if applicable."
745,WIX1001,tiada
746,WIX1001,Good Course
747,WIX1001,Nice course. Decent content and always well-structured lectures. The peer assignments could have been better though.
748,WIX1001,This is more enlightening than the previous courses in the specialization. It felt like learning new material and techniques rather than simply reviewing concepts I already knew. I also liked that the assignments required creating actual artifacts and reviewing others' work. The industry interviews were a nice addition as well.
749,WIX1001,tiada
750,WIX1001,"Very tough, though very instructive."
751,WIX1001,I think ti is a very interesting and well structured course.
752,WIX1001,"I am participating in this course, it has an excellent material, I am learning new skills in writing an article research."
753,WIX1001,Very interesting course
754,WIX1001,"The course has enhanced my reading experience. Writing in the margins… up till now I have never challenged or asked the writer any questions. This idea has never struck me before, but interacting with texts provides ""room"" on the page for my conversation with the writer, which is a visual reminder that all texts are part of an ongoing discussion and are not the last word on a given subject.Thank you, Prof. Bazanova!"
755,WIX1001,It's a very interesting and useful course. It significantly improves my reading and writting skills. Thank you very much!
756,WIX1001,"interesting, informative and useful. I quite like the self-questioning part which makes publication reading more effortless. Thanks."
